Code_INEGI,Municipality,Area_ID,Area,Students
30091,Jesús Carranza,8,Agriculture and Veterinary,460
30093,Jilotepec,1,Education,517
30093,Jilotepec,2,Arts and Humanities,61
30093,Jilotepec,3,social sciences and law,734
30093,Jilotepec,4,Business Administration,697
30093,Jilotepec,6,Technology of the information and communication,376
30093,Jilotepec,7,"Engineering, manufacturing and construction",1375
30093,Jilotepec,9,Health Sciences,396
30093,Jilotepec,10,Services,18
30094,Juan Rodríguez Clara,4,Business Administration,242
30094,Juan Rodríguez Clara,6,Technology of the information and communication,80
30094,Juan Rodríguez Clara,7,"Engineering, manufacturing and construction",310
30094,Juan Rodríguez Clara,8,Agriculture and Veterinary,239
30098,Magdalena,1,Education,140
30098,Magdalena,3,social sciences and law,129
30098,Magdalena,4,Business Administration,359
30098,Magdalena,5,"natural sciences, mathematics and statistics",237
30098,Magdalena,6,Technology of the information and communication,90
30098,Magdalena,7,"Engineering, manufacturing and construction",253
30098,Magdalena,9,Health Sciences,422
30098,Magdalena,10,Services,126
30100,Manlio Fabio Altamirano,8,Agriculture and Veterinary,5
30102,Martínez de la Torre,1,Education,436
30102,Martínez de la Torre,3,social sciences and law,288
30102,Martínez de la Torre,4,Business Administration,942
30102,Martínez de la Torre,6,Technology of the information and communication,221
30102,Martínez de la Torre,7,"Engineering, manufacturing and construction",236
30102,Martínez de la Torre,9,Health Sciences,109
30104,Mecayapan,3,social sciences and law,53
30105,Medellín de Bravo,1,Education,10
30105,Medellín de Bravo,3,social sciences and law,41
30105,Medellín de Bravo,4,Business Administration,358
30105,Medellín de Bravo,6,Technology of the information and communication,4
30105,Medellín de Bravo,7,"Engineering, manufacturing and construction",185
30105,Medellín de Bravo,9,Health Sciences,45
30108,Minatitlán,1,Education,1020
30108,Minatitlán,2,Arts and Humanities,107
30108,Minatitlán,3,social sciences and law,1176
30108,Minatitlán,4,Business Administration,1463
30108,Minatitlán,6,Technology of the information and communication,341
30108,Minatitlán,7,"Engineering, manufacturing and construction",3315
30108,Minatitlán,9,Health Sciences,1479
30108,Minatitlán,10,Services,19
30109,Misantla,1,Education,69
30109,Misantla,4,Business Administration,533
30109,Misantla,6,Technology of the information and communication,336
30109,Misantla,7,"Engineering, manufacturing and construction",2012
30115,Nogales,1,Education,654
30115,Nogales,2,Arts and Humanities,74
30115,Nogales,3,social sciences and law,1121
30115,Nogales,4,Business Administration,2577
30115,Nogales,6,Technology of the information and communication,420
30115,Nogales,7,"Engineering, manufacturing and construction",3460
30115,Nogales,9,Health Sciences,88
30115,Nogales,10,Services,14
30118,Orizaba,1,Education,1604
30118,Orizaba,2,Arts and Humanities,221
30118,Orizaba,3,social sciences and law,1518
30118,Orizaba,4,Business Administration,2325
30118,Orizaba,5,"natural sciences, mathematics and statistics",202
30118,Orizaba,6,Technology of the information and communication,1054
30118,Orizaba,7,"Engineering, manufacturing and construction",5461
30118,Orizaba,9,Health Sciences,1674
30118,Orizaba,10,Services,278
30124,Papantla,1,Education,243
30128,Perote,1,Education,15
30128,Perote,3,social sciences and law,8
30128,Perote,4,Business Administration,337
30128,Perote,6,Technology of the information and communication,194
30128,Perote,7,"Engineering, manufacturing and construction",980
30128,Perote,8,Agriculture and Veterinary,203
30130,Playa Vicente,1,Education,36
30130,Playa Vicente,4,Business Administration,56
30131,Poza Rica de Hidalgo,1,Education,1530
30131,Poza Rica de Hidalgo,2,Arts and Humanities,182
30131,Poza Rica de Hidalgo,3,social sciences and law,2116
30131,Poza Rica de Hidalgo,4,Business Administration,3026
30131,Poza Rica de Hidalgo,5,"natural sciences, mathematics and statistics",343
30131,Poza Rica de Hidalgo,6,Technology of the information and communication,1073
30131,Poza Rica de Hidalgo,7,"Engineering, manufacturing and construction",6034
30131,Poza Rica de Hidalgo,9,Health Sciences,1535
30131,Poza Rica de Hidalgo,10,Services,177
30136,Rafael Lucio,1,Education,655
30137,Los Reyes,1,Education,36
30137,Los Reyes,3,social sciences and law,65
30137,Los Reyes,4,Business Administration,395
30137,Los Reyes,6,Technology of the information and communication,139
30137,Los Reyes,7,"Engineering, manufacturing and construction",331
30137,Los Reyes,8,Agriculture and Veterinary,771
30138,Río Blanco,9,Health Sciences,460
30141,San Andrés Tuxtla,1,Education,446
30141,San Andrés Tuxtla,2,Arts and Humanities,22
30141,San Andrés Tuxtla,3,social sciences and law,477
30141,San Andrés Tuxtla,4,Business Administration,1264
30141,San Andrés Tuxtla,6,Technology of the information and communication,387
30141,San Andrés Tuxtla,7,"Engineering, manufacturing and construction",1314
30155,Tantoyuca,1,Education,961
30155,Tantoyuca,3,social sciences and law,97
30155,Tantoyuca,4,Business Administration,675
30155,Tantoyuca,6,Technology of the information and communication,167
30155,Tantoyuca,7,"Engineering, manufacturing and construction",1158
30155,Tantoyuca,8,Agriculture and Veterinary,252
30160,Álamo Temapache,4,Business Administration,472
30160,Álamo Temapache,6,Technology of the information and communication,245
30160,Álamo Temapache,7,"Engineering, manufacturing and construction",1418
30168,Tequila,3,social sciences and law,141
30168,Tequila,4,Business Administration,313
30168,Tequila,6,Technology of the information and communication,57
30168,Tequila,7,"Engineering, manufacturing and construction",544
30174,Tierra Blanca,1,Education,138
30174,Tierra Blanca,3,social sciences and law,245
30174,Tierra Blanca,4,Business Administration,1154
30174,Tierra Blanca,6,Technology of the information and communication,300
30174,Tierra Blanca,7,"Engineering, manufacturing and construction",2058
30174,Tierra Blanca,8,Agriculture and Veterinary,374
30178,Tlacotalpan,1,Education,464
30178,Tlacotalpan,3,social sciences and law,50
30178,Tlacotalpan,4,Business Administration,82
30181,Tlalixcoyan,4,Business Administration,1
30186,Tomatlán,3,social sciences and law,59
30186,Tomatlán,4,Business Administration,101
30186,Tomatlán,10,Services,48
30189,Tuxpan,1,Education,819
30189,Tuxpan,2,Arts and Humanities,39
30189,Tuxpan,3,social sciences and law,358
30189,Tuxpan,4,Business Administration,1178
30189,Tuxpan,5,"natural sciences, mathematics and statistics",473
30189,Tuxpan,6,Technology of the information and communication,96
30189,Tuxpan,8,Agriculture and Veterinary,612
30189,Tuxpan,9,Health Sciences,125
30189,Tuxpan,10,Services,9
30191,Ursulo Galván,4,Business Administration,533
30191,Ursulo Galván,5,"natural sciences, mathematics and statistics",143
30191,Ursulo Galván,7,"Engineering, manufacturing and construction",100
30191,Ursulo Galván,8,Agriculture and Veterinary,676
30193,Veracruz,1,Education,2737
30193,Veracruz,2,Arts and Humanities,1049
30193,Veracruz,3,social sciences and law,3489
30193,Veracruz,4,Business Administration,10940
30193,Veracruz,5,"natural sciences, mathematics and statistics",337
30193,Veracruz,6,Technology of the information and communication,1421
30193,Veracruz,7,"Engineering, manufacturing and construction",6024
30193,Veracruz,8,Agriculture and Veterinary,792
30193,Veracruz,9,Health Sciences,5179
30193,Veracruz,10,Services,666
30199,Zaragoza,3,social sciences and law,126
30199,Zaragoza,4,Business Administration,15
30199,Zaragoza,6,Technology of the information and communication,4
30199,Zaragoza,7,"Engineering, manufacturing and construction",60
30201,Zongolica,3,social sciences and law,202
30201,Zongolica,4,Business Administration,1256
30201,Zongolica,6,Technology of the information and communication,761
30201,Zongolica,8,Agriculture and Veterinary,341
30205,El Higo,1,Education,20
30205,El Higo,4,Business Administration,85
30206,Nanchital de Lázaro Cárdenas del Río,4,Business Administration,169
30206,Nanchital de Lázaro Cárdenas del Río,6,Technology of the information and communication,167
30206,Nanchital de Lázaro Cárdenas del Río,7,"Engineering, manufacturing and construction",1692
30207,Tres Valles,1,Education,97
30207,Tres Valles,3,social sciences and law,44
30207,Tres Valles,4,Business Administration,54
30207,Tres Valles,5,"natural sciences, mathematics and statistics",101
30207,Tres Valles,6,Technology of the information and communication,37
30207,Tres Valles,7,"Engineering, manufacturing and construction",50
31012,Cenotillo,3,social sciences and law,11
31013,Conkal,3,social sciences and law,44
31013,Conkal,4,Business Administration,140
31013,Conkal,5,"natural sciences, mathematics and statistics",422
31013,Conkal,6,Technology of the information and communication,62
31013,Conkal,8,Agriculture and Veterinary,649
31027,Dzidzantún,1,Education,364
31027,Dzidzantún,4,Business Administration,55
31027,Dzidzantún,6,Technology of the information and communication,7
31040,Izamal,4,Business Administration,65
31040,Izamal,6,Technology of the information and communication,86
31040,Izamal,7,"Engineering, manufacturing and construction",54
31040,Izamal,10,Services,291
31048,Maxcanú,4,Business Administration,107
31048,Maxcanú,6,Technology of the information and communication,57
31048,Maxcanú,7,"Engineering, manufacturing and construction",63
31048,Maxcanú,10,Services,155
31050,Mérida,1,Education,6860
31050,Mérida,2,Arts and Humanities,3102
31050,Mérida,3,social sciences and law,12839
31050,Mérida,4,Business Administration,16329
31050,Mérida,5,"natural sciences, mathematics and statistics",1909
31050,Mérida,6,Technology of the information and communication,2438
31050,Mérida,7,"Engineering, manufacturing and construction",10944
31050,Mérida,8,Agriculture and Veterinary,855
31050,Mérida,9,Health Sciences,11505
31050,Mérida,10,Services,2637
31052,Motul,3,social sciences and law,58
31052,Motul,4,Business Administration,45
31052,Motul,6,Technology of the information and communication,248
31052,Motul,7,"Engineering, manufacturing and construction",674
31056,Oxkutzcab,3,social sciences and law,157
31056,Oxkutzcab,4,Business Administration,337
31056,Oxkutzcab,6,Technology of the information and communication,208
31056,Oxkutzcab,7,"Engineering, manufacturing and construction",424
31058,Peto,6,Technology of the information and communication,91
31058,Peto,7,"Engineering, manufacturing and construction",295
31058,Peto,8,Agriculture and Veterinary,114
31058,Peto,10,Services,263
31059,Progreso,2,Arts and Humanities,140
31059,Progreso,4,Business Administration,387
31059,Progreso,6,Technology of the information and communication,101
31059,Progreso,7,"Engineering, manufacturing and construction",254
31065,San Felipe,1,Education,238
31065,San Felipe,3,social sciences and law,244
31065,San Felipe,4,Business Administration,250
31065,San Felipe,6,Technology of the information and communication,54
31065,San Felipe,7,"Engineering, manufacturing and construction",499
31065,San Felipe,8,Agriculture and Veterinary,76
31079,Tekax,1,Education,100
31079,Tekax,3,social sciences and law,133
31079,Tekax,4,Business Administration,342
31079,Tekax,6,Technology of the information and communication,61
31079,Tekax,7,"Engineering, manufacturing and construction",90
31079,Tekax,9,Health Sciences,83
31079,Tekax,10,Services,340
31089,Ticul,1,Education,630
31089,Ticul,3,social sciences and law,183
31089,Ticul,4,Business Administration,76
31096,Tizimín,1,Education,128
31096,Tizimín,3,social sciences and law,188
31096,Tizimín,4,Business Administration,619
31096,Tizimín,5,"natural sciences, mathematics and statistics",246
31096,Tizimín,6,Technology of the information and communication,176
31096,Tizimín,8,Agriculture and Veterinary,256
31100,Ucú,6,Technology of the information and communication,92
31100,Ucú,7,"Engineering, manufacturing and construction",314
31101,Umán,1,Education,247
31101,Umán,3,social sciences and law,716
31101,Umán,6,Technology of the information and communication,85
31102,Valladolid,1,Education,557
31102,Valladolid,2,Arts and Humanities,382
31102,Valladolid,3,social sciences and law,898
31102,Valladolid,4,Business Administration,1433
31102,Valladolid,6,Technology of the information and communication,303
31102,Valladolid,7,"Engineering, manufacturing and construction",1013
31102,Valladolid,9,Health Sciences,470
31102,Valladolid,10,Services,518
32004,Benito Juárez,1,Education,3424
32004,Benito Juárez,2,Arts and Humanities,4356
32004,Benito Juárez,3,social sciences and law,15910
32004,Benito Juárez,4,Business Administration,23944
32004,Benito Juárez,5,"natural sciences, mathematics and statistics",559
32004,Benito Juárez,6,Technology of the information and communication,2543
32004,Benito Juárez,7,"Engineering, manufacturing and construction",4300
32004,Benito Juárez,8,Agriculture and Veterinary,105
32004,Benito Juárez,9,Health Sciences,4143
32004,Benito Juárez,10,Services,3468
32008,Cuauhtémoc,1,Education,11384
32008,Cuauhtémoc,2,Arts and Humanities,6773
32008,Cuauhtémoc,3,social sciences and law,55176
32008,Cuauhtémoc,4,Business Administration,58921
32008,Cuauhtémoc,5,"natural sciences, mathematics and statistics",5720
32008,Cuauhtémoc,6,Technology of the information and communication,13864
32008,Cuauhtémoc,7,"Engineering, manufacturing and construction",11484
32008,Cuauhtémoc,8,Agriculture and Veterinary,202
32008,Cuauhtémoc,9,Health Sciences,13647
32008,Cuauhtémoc,10,Services,9487
32010,Fresnillo,1,Education,336
32010,Fresnillo,2,Arts and Humanities,48
32010,Fresnillo,3,social sciences and law,492
32010,Fresnillo,4,Business Administration,1476
32010,Fresnillo,5,"natural sciences, mathematics and statistics",264
32010,Fresnillo,6,Technology of the information and communication,275
32010,Fresnillo,7,"Engineering, manufacturing and construction",2928
32010,Fresnillo,9,Health Sciences,367
32013,General Enrique Estrada,8,Agriculture and Veterinary,1053
